description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,,,,"splunk_monitoring_console",,"
              `dmc_set_index_internal` host=$host$ source=*/metrics.log* group=cascading name=plan_metadata
               | dedup planid
               | stats count by num_peers
            ","source=*",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
              `dmc_set_index_internal` host=$host$ source=*/metrics.log* group=cascading name=plan_metadata
               | dedup planid
               | stats count by endpoint
            ","source=*",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
               `dmc_set_index_internal` host=$host$ source=*/metrics.log* group=cascading name=plan_replication
               | dedup planid
               | stats count by num_receivers
            ","source=*",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
               `dmc_set_index_internal` host=$host$ source=*/metrics.log* group=cascading name=payload_replication
               | dedup planid
               | stats count by num_receivers
            ","source=*",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
               | multisearch
                 [search `dmc_set_index_internal` source=*metrics.log group=cascading name=plan_replication]
                 [search `dmc_set_index_internal` source=*metrics.log group=cascading name=payload_replication]
               | chart count over name by status
               | replace payload_replication WITH payload
               | replace plan_replication WITH plan
               | rename name as ""Replication Type"" 
               | sort -""Replication Type""
            ","source=*metrics.log
source=*metrics.log",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
              `dmc_set_index_internal` host=$host$ source=*/metrics.log* group=cascading name=plan_replication
               | dedup planid
               | `dmc_timechart_for_metrics_log` avg(dispatch_time_ms) AS avg_plan_msec
            ","source=*",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
              `dmc_set_index_internal` search_group=dmc_group_indexer source=*/metrics.log* group=cascading name=payload_replication
               | dedup planid
               | eval dispatch_time_sec=dispatch_time_ms/1000
               | `dmc_timechart_for_metrics_log` avg(dispatch_time_sec) AS avg_payload_sec
            ","source=*",,"cascading_replication"
tbd,,,,,,"splunk_monitoring_console",,"
              `dmc_set_index_internal` search_group=dmc_group_indexer source=*/metrics.log* group=cascading name=payload_replication
               | dedup planid
               | eval dispatch_time_sec=dispatch_time_ms/1000
               | `dmc_timechart_for_metrics_log` avg(dispatch_time_sec) by peer_guid
            ","source=*",,"cascading_replication"
tbd,,,,,,"lame_training",,"| makeresults 
| eval a=""$ip1$""
| eval b=""$ip2$""
| eval a_port=$ip1_port$
| eval b_port=$ip2_port$
| eval proto=""$proto$""
| cid proto b, a, b_port, a_port
| table a, b, a_port, b_port proto cid",,,"community_id_generator"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`
          | search search_group!=""dmc_group_*""
        ",,,"data_quality"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_instance_info($dmc_group$)`
          | search search_group=dmc_group_indexer
        ",,,"data_quality"
tbd,,,"index=*
index=_*",,,"splunk_monitoring_console",,"
      (index=* OR index=_*) host=$host$ source=$source$ sourcetype=$sourcetype$ _index_earliest=$time.earliest$ _index_latest=$latest_time$
      | search splunk_server=*
      | eval event_size = len(_raw)
      | eval time_disparity = (_indextime - _time) / 36000
      | stats count by linecount, event_size, time_disparity
    ",,,"data_quality"
tbd,,"host = if",,,,"splunk_monitoring_console",,"
            <![CDATA[
            `dmc_set_index_internal` search_group=dmc_group_indexer splunk_server=$splunk_server$ source=*splunkd.log*
            (component=AggregatorMiningProcessor OR component=LineBreakingProcessor OR component=DateParserVerbose OR component=MetricSchemaProcessor OR component=MetricsProcessor)
            (log_level=WARN OR log_level=ERROR)
            | rex field=event_message ""Context: source(::|=)(?<context_source>[^\|]*?)\|host(::|=)(?<context_host>[^\|]*?)\|(?<context_sourcetype>[^\|]*?)\|""
            | eval data_source = if(isnull(data_source) AND isnotnull(context_source), context_source, data_source)
            | eval data_host = if(isnull(data_host) AND isnotnull(context_host), context_host, data_host)
            | eval data_sourcetype = if(isnull(data_sourcetype) AND isnotnull(context_sourcetype), context_sourcetype, data_sourcetype)
            | stats
              count(eval(component==""LineBreakingProcessor"" OR component==""DateParserVerbose"" OR component==""AggregatorMiningProcessor"" OR component==""MetricSchemaProcessor"" OR component==""MetricsProcessor"")) as total_issues
              dc(data_host) AS ""Host Count""
              dc(data_source) AS ""Source Count""
              count(eval(component==""LineBreakingProcessor"")) AS ""Line Breaking Issues""
              count(eval(component==""DateParserVerbose"")) AS ""Timestamp Parsing Issues""
              count(eval(component==""AggregatorMiningProcessor"")) AS ""Aggregation Issues""
              count(eval(component==""MetricSchemaProcessor"")) AS ""Metric Schema Issues""
              count(eval(component==""MetricsProcessor"")) AS ""Metrics Issues"" by data_sourcetype
            | sort - total_issues
            | rename
              data_sourcetype as Sourcetype
              total_issues as ""Total Issues""
            ]]>
          ","source=*splunkd.log*
source = if","sourcetype = if","data_quality"
tbd,,"host = if",,,,"splunk_monitoring_console",,"
            <![CDATA[
            `dmc_set_index_internal` search_group=dmc_group_indexer splunk_server=$splunk_server$ source=*splunkd.log*
            (component=AggregatorMiningProcessor OR component=LineBreakingProcessor OR component=DateParserVerbose OR component=MetricSchemaProcessor OR component=MetricsProcessor)
            (log_level=WARN OR log_level=ERROR)
            | rex field=event_message ""Context: source(::|=)(?<context_source>[^\|]*?)\|host(::|=)(?<context_host>[^\|]*?)\|(?<context_sourcetype>[^\|]*?)\|""
            | eval data_source = if(isnull(data_source) AND isnotnull(context_source), context_source, data_source)
            | eval data_host = if(isnull(data_host) AND isnotnull(context_host), context_host, data_host)
            | eval data_sourcetype = if(isnull(data_sourcetype) AND isnotnull(context_sourcetype), context_sourcetype, data_sourcetype)
            | search data_sourcetype=$sourcetype$
            | stats
              count(eval(component==""LineBreakingProcessor"" OR component==""DateParserVerbose"" OR component==""AggregatorMiningProcessor"" OR component==""MetricSchemaProcessor"" OR component=""MetricsProcessor"")) as total_issues
              count(eval(component==""LineBreakingProcessor"")) AS ""Line Breaking Issues""
              count(eval(component==""DateParserVerbose"")) AS ""Timestamp Parsing Issues""
              count(eval(component==""AggregatorMiningProcessor"")) AS ""Aggregation Issues""
              count(eval(component==""MetricSchemaProcessor"")) AS ""Metric Schema Issues""
              count(eval(component==""MetricsProcessor"")) AS ""Metrics Issues"" by data_host, data_source
            | sort - total_issues
            | rename
              data_host as Host
              data_source as Source
              total_issues as ""Total Issues""
            ]]>
          ","source=*splunkd.log*
source = if","sourcetype = if","data_quality"
tbd,,,,,,"splunk_monitoring_console",,"
            | stats sum(count) as ""Event Count"" by linecount
            | rename linecount as ""Line Count""
          ",,,"data_quality"
tbd,,,,,,"splunk_monitoring_console",,"
            | bin event_size span=log2
            | stats sum(count) as ""Event Count"" by event_size
            | rename event_size as ""Event Size (bytes)""
            ",,,"data_quality"
tbd,,,,,,"splunk_monitoring_console",,"
            | bin time_disparity span=1 start=-24 end=-24
            | stats sum(count) as ""Event Count"" by time_disparity
            | rename time_disparity as ""Observed Latency (hours)""
          ",,,"data_quality"
tbd,,,,,,"splunk_monitoring_console",,"| `dmc_get_groups_containing_role($role | h$)` | search search_group!=""dmc_group_*""",,,"distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          | rest splunk_server_group=$role | h$ splunk_server_group=""$group$"" /services/search/distributed/peers
          | join type=outer title, splunk_server [
          | rest splunk_server_group=$role | h$ splunk_server_group=""$group$"" /services/server/introspection/search/distributed
          | where title != ""per_searchhead_metrics"" AND title != ""window_metrics""
          ]
          | fields status, health_status, splunk_server, peerName
        ",,,"distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            where status!=""Up""
            | stats dc(splunk_server) as down_count, values(splunk_server) as splunk_server
          ",,,"distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            where health_status!=""Healthy""
            | stats dc(splunk_server) as unhealthy_count, values(splunk_server) as splunk_server
          ",,,"distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server_group=$role | h$ splunk_server_group=""$group$"" /services/server/introspection/search/distributed/window_metrics
            | eval avg_baseline_mb = if(isNotNull(average_baseline_file_size), round(average_baseline_file_size /1024 / 1024, 2), ""Unknown"")
            | eval avg_sec = round(average_msecs / 1000, 2)
            | eval bundle_file_count = if(isNotNull(bundle_file_count), bundle_file_count, count)
            | fields splunk_server, bundle_file_count, avg_baseline_mb, avg_sec
            | join type=outer splunk_server [
              | rest splunk_server_group=$role | h$ splunk_server_group=""$group$"" /services/search/distributed/peers
              | stats count as peer_count by splunk_server
            ]
            | join type=outer splunk_server [
              | rest splunk_server_group=$role | h$ splunk_server_group=""$group$"" /services/server/introspection/search/dispatch/Bundle_Directory_Reaper
              | eval Bundle_Directory_Reaper_Average_Time(ms) = round('Bundle_Directory_Reaper_Average_Time(ms)')
              | eval Bundle_Directory_Reaper_Max_Time(ms) = round('Bundle_Directory_Reaper_Max_Time(ms)')
              | fields splunk_server, ""Bundle_Directory_Reaper_Average_Time(ms)"", ""Bundle_Directory_Reaper_Max_Time(ms)""
            ]
            | join type=outer splunk_server [
              | rest splunk_server_group=$role | h$ splunk_server_group=""$group$"" /services/server/introspection/search/dispatch/Dispatch_Directory_Reaper
              | eval Dispatch_Directory_Reaper_Average_Time(ms) = round('Dispatch_Directory_Reaper_Average_Time(ms)')
              | eval Dispatch_Directory_Reaper_Max_Time(ms) = round('Dispatch_Directory_Reaper_Max_Time(ms)')
              | fields splunk_server, ""Dispatch_Directory_Reaper_Average_Time(ms)"", ""Dispatch_Directory_Reaper_Max_Time(ms)""
            ]
            | $instance_fields_filter$
            | rename splunk_server as Instance, peer_count as ""Peer Count"", bundle_file_count as ""Knowledge Bundle Replication Count"", avg_baseline_mb as ""Average Size of Baseline Knowledge Bundle (MB)"", avg_sec as ""Average Time Spent on Knowledge Bundle Replication (sec)"", ""Bundle_Directory_Reaper_Average_Time(ms)"" as ""Average Time to Reap Knowledge Bundle Directory (ms)"", ""Bundle_Directory_Reaper_Max_Time(ms)"" as ""Max Time to Reap Knowledge Bundle Directory (ms)"", ""Dispatch_Directory_Reaper_Average_Time(ms)"" as ""Average Time to Reap Dispatch Directory (ms)"", ""Dispatch_Directory_Reaper_Max_Time(ms)"" as ""Max Time to Reap Dispatch Directory (ms)""
          ",,,"distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd group=search_health_metrics name=distributed_peer_heartbeat search_group=$role | h$ search_group=""$group$""
            | `dmc_timechart_for_metrics_reaper_and_heartbeat`
              avg(get_auth_$peer_heartbeat_no_split_agg$_ms) as get_auth_$peer_heartbeat_no_split_agg$_ms
              avg(get_bundleList_$peer_heartbeat_no_split_agg$_ms) as get_bundleList_$peer_heartbeat_no_split_agg$_ms
              avg(get_serverInfo_$peer_heartbeat_no_split_agg$_ms) as get_serverInfo_$peer_heartbeat_no_split_agg$_ms
            | eval get_auth_$peer_heartbeat_no_split_agg$_ms = round(get_auth_$peer_heartbeat_no_split_agg$_ms)
            | eval get_bundleList_$peer_heartbeat_no_split_agg$_ms = round(get_bundleList_$peer_heartbeat_no_split_agg$_ms)
            | eval get_serverInfo_$peer_heartbeat_no_split_agg$_ms = round(get_serverInfo_$peer_heartbeat_no_split_agg$_ms)
            | rename get_auth_$peer_heartbeat_no_split_agg$_ms as ""Get Authentication"",
                get_bundleList_$peer_heartbeat_no_split_agg$_ms as ""Get Bundle List"",
                get_serverInfo_$peer_heartbeat_no_split_agg$_ms as ""Get Peer Info""
          ",,"sourcetype=splunkd","distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd group=search_health_metrics name=distributed_peer_heartbeat search_group=$role | h$ search_group=""$group$""
            | where Peer_Count > $peer_count_filter$
            | `dmc_timechart_for_metrics_reaper_and_heartbeat` $peer_count_agg$(Peer_Count) as peer_count by host
          ",,"sourcetype=splunkd","distributed_search_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd group=search_health_metrics name=distributed_peer_heartbeat search_group=$role | h$ search_group=""$group$""
            | where get_$peer_heartbeat_metric$_$peer_heartbeat_split_agg$_ms > $peer_heartbeat_metric_filter$
            | `dmc_timechart_for_metrics_reaper_and_heartbeat` $peer_heartbeat_split_agg$(get_$peer_heartbeat_metric$_$peer_heartbeat_split_agg$_ms) as metric by host
            | eval metric = round(metric)
          ",,"sourcetype=splunkd","distributed_search_deployment"
